# JIS X 0212-1990 Database for Adobe-Japan1-6
# Based on UniJIS-UTF{8,16,32}-H CMap Files
# by Ken Lunde (lunde@adobe.com)
# Version June 5, 2004
#
# Because Adobe-Japan1-6 obsoletes Adobe-Japan2-0, the correspondence
# between the two character collections is provided.
#
# Adobe-Japan1-6 CIDs in parentheses are those that are considered the
# prototypical glyphs from the JIS X 0212-1990 standard. In the case
# of kanji, they are made accessible through the OpenType 'hojo' GSUB
# feature.
#
KuTen	2022JP	EUCJP	Unicode	Adobe-Japan1-6	Adobe-Japan2-0
2850	0x3C52	0x8FBCD2	U+5ECB	15390 (14510)	1444
2851	0x3C53	0x8FBCD3	U+5ECE	21505	1445
2852	0x3C54	0x8FBCD4	U+5ED1	19351	1446
2853	0x3C55	0x8FBCD5	U+5ED2	14511	1447
2854	0x3C56	0x8FBCD6	U+5ED4	19352	1448
2855	0x3C57	0x8FBCD7	U+5ED5	19353	1449
2856	0x3C58	0x8FBCD8	U+5EDC	21506	1450
2857	0x3C59	0x8FBCD9	U+5EDE	21507	1451
2858	0x3C5A	0x8FBCDA	U+5EE5	21508	1452
2859	0x3C5B	0x8FBCDB	U+5EEB	21509	1453
2860	0x3C5C	0x8FBCDC	U+5F02	16855	1454
2861	0x3C5D	0x8FBCDD	U+5F06	21510	1455
2862	0x3C5E	0x8FBCDE	U+5F07	14512	1456
2863	0x3C5F	0x8FBCDF	U+5F08	17607	1457
2864	0x3C60	0x8FBCE0	U+5F0E	14513	1458
2865	0x3C61	0x8FBCE1	U+5F19	21511	1459
2866	0x3C62	0x8FBCE2	U+5F1C	14514	1460
2867	0x3C63	0x8FBCE3	U+5F1D	14515	1461
2868	0x3C64	0x8FBCE4	U+5F21	8449	1462
2869	0x3C65	0x8FBCE5	U+5F22	14516	1463
2870	0x3C66	0x8FBCE6	U+5F23	16856	1464
2871	0x3C67	0x8FBCE7	U+5F24	21512	1465
2872	0x3C68	0x8FBCE8	U+5F28	14517	1466
2873	0x3C69	0x8FBCE9	U+5F2B	21513	1467
2874	0x3C6A	0x8FBCEA	U+5F2C	21514	1468
2875	0x3C6B	0x8FBCEB	U+5F2E	21515	1469
2876	0x3C6C	0x8FBCEC	U+5F30	21516	1470
2877	0x3C6D	0x8FBCED	U+5F34	8450	1471
2878	0x3C6E	0x8FBCEE	U+5F36	14518	1472
2879	0x3C6F	0x8FBCEF	U+5F3B	14519	1473
2880	0x3C70	0x8FBCF0	U+5F3D	16857	1474
2881	0x3C71	0x8FBCF1	U+5F3F	21517	1475
2882	0x3C72	0x8FBCF2	U+5F40	14520	1476
2883	0x3C73	0x8FBCF3	U+5F44	21518	1477
2884	0x3C74	0x8FBCF4	U+5F45	8370	1478
2885	0x3C75	0x8FBCF5	U+5F47	17610	1479
2886	0x3C76	0x8FBCF6	U+5F4D	19354	1480
2887	0x3C77	0x8FBCF7	U+5F50	14521	1481
2888	0x3C78	0x8FBCF8	U+5F54	16858	1482
2889	0x3C79	0x8FBCF9	U+5F58	14522	1483
2890	0x3C7A	0x8FBCFA	U+5F5B	21519	1484
2891	0x3C7B	0x8FBCFB	U+5F60	21520	1485
2892	0x3C7C	0x8FBCFC	U+5F63	17611	1486
2893	0x3C7D	0x8FBCFD	U+5F64	14523	1487
2894	0x3C7E	0x8FBCFE	U+5F67	8451	1488
2901	0x3D21	0x8FBDA1	U+5F6F	21521	1489
2902	0x3D22	0x8FBDA2	U+5F72	17612	1490
2903	0x3D23	0x8FBDA3	U+5F74	21522	1491
2904	0x3D24	0x8FBDA4	U+5F75	21523	1492
2905	0x3D25	0x8FBDA5	U+5F78	21524	1493
2906	0x3D26	0x8FBDA6	U+5F7A	21525	1494
2907	0x3D27	0x8FBDA7	U+5F7D	16859	1495
2908	0x3D28	0x8FBDA8	U+5F7E	17613	1496
2909	0x3D29	0x8FBDA9	U+5F89	14524	1497
2910	0x3D2A	0x8FBDAA	U+5F8D	21526	1498
2911	0x3D2B	0x8FBDAB	U+5F8F	17614	1499
2912	0x3D2C	0x8FBDAC	U+5F96	21527	1500
2913	0x3D2D	0x8FBDAD	U+5F9C	14525	1501
2914	0x3D2E	0x8FBDAE	U+5F9D	21528	1502
2915	0x3D2F	0x8FBDAF	U+5FA2	17615	1503
2916	0x3D30	0x8FBDB0	U+5FA7	14526	1504
2917	0x3D31	0x8FBDB1	U+5FAB	21529	1505
2918	0x3D32	0x8FBDB2	U+5FA4	14527	1506
2919	0x3D33	0x8FBDB3	U+5FAC	19355	1507
2920	0x3D34	0x8FBDB4	U+5FAF	14528	1508
2921	0x3D35	0x8FBDB5	U+5FB0	21530	1509
2922	0x3D36	0x8FBDB6	U+5FB1	21531	1510
2923	0x3D37	0x8FBDB7	U+5FB8	14529	1511
2924	0x3D38	0x8FBDB8	U+5FC4	14530	1512
2925	0x3D39	0x8FBDB9	U+5FC7	17616	1513
2926	0x3D3A	0x8FBDBA	U+5FC8	21532	1514
2927	0x3D3B	0x8FBDBB	U+5FC9	14531	1515
2928	0x3D3C	0x8FBDBC	U+5FCB	17617	1516
2929	0x3D3D	0x8FBDBD	U+5FD0	21533	1517
2930	0x3D3E	0x8FBDBE	U+5FD1	21534	1518
2931	0x3D3F	0x8FBDBF	U+5FD2	17618	1519
2932	0x3D40	0x8FBDC0	U+5FD3	17619	1520
2933	0x3D41	0x8FBDC1	U+5FD4	17620	1521
2934	0x3D42	0x8FBDC2	U+5FDE	8453	1522
2935	0x3D43	0x8FBDC3	U+5FE1	14532	1523
2936	0x3D44	0x8FBDC4	U+5FE2	17621	1524
2937	0x3D45	0x8FBDC5	U+5FE8	21535	1525
2938	0x3D46	0x8FBDC6	U+5FE9	14533	1526
2939	0x3D47	0x8FBDC7	U+5FEA	19356	1527
2940	0x3D48	0x8FBDC8	U+5FEC	21536	1528
2941	0x3D49	0x8FBDC9	U+5FED	14534	1529
2942	0x3D4A	0x8FBDCA	U+5FEE	17622	1530
2943	0x3D4B	0x8FBDCB	U+5FEF	17623	1531
2944	0x3D4C	0x8FBDCC	U+5FF2	21537	1532
2945	0x3D4D	0x8FBDCD	U+5FF3	17624	1533
2946	0x3D4E	0x8FBDCE	U+5FF6	21538	1534
2947	0x3D4F	0x8FBDCF	U+5FFA	21539	1535
2948	0x3D50	0x8FBDD0	U+5FFC	14535	1536
2949	0x3D51	0x8FBDD1	U+6007	19357	1537
2950	0x3D52	0x8FBDD2	U+600A	21540	1538
2951	0x3D53	0x8FBDD3	U+600D	16860	1539
2952	0x3D54	0x8FBDD4	U+6013	21541	1540
2953	0x3D55	0x8FBDD5	U+6014	16861	1541
2954	0x3D56	0x8FBDD6	U+6017	14536	1542
2955	0x3D57	0x8FBDD7	U+6018	16862	1543
2956	0x3D58	0x8FBDD8	U+601A	14537	1544
2957	0x3D59	0x8FBDD9	U+601F	21542	1545
2958	0x3D5A	0x8FBDDA	U+6024	17627	1546
2959	0x3D5B	0x8FBDDB	U+602D	21543	1547
2960	0x3D5C	0x8FBDDC	U+6033	14538	1548
2961	0x3D5D	0x8FBDDD	U+6035	16863	1549
2962	0x3D5E	0x8FBDDE	U+6040	21544	1550
2963	0x3D5F	0x8FBDDF	U+6047	16864	1551
2964	0x3D60	0x8FBDE0	U+6048	21545	1552
2965	0x3D61	0x8FBDE1	U+6049	19358	1553
2966	0x3D62	0x8FBDE2	U+604C	17629	1554
2967	0x3D63	0x8FBDE3	U+6051	21546	1555
2968	0x3D64	0x8FBDE4	U+6054	19359	1556
2969	0x3D65	0x8FBDE5	U+6056	21547	1557
2970	0x3D66	0x8FBDE6	U+6057	21548	1558
2971	0x3D67	0x8FBDE7	U+605D	8454	1559
2972	0x3D68	0x8FBDE8	U+6061	14539	1560
2973	0x3D69	0x8FBDE9	U+6067	19360	1561
2974	0x3D6A	0x8FBDEA	U+6071	21549	1562
2975	0x3D6B	0x8FBDEB	U+607E	21550	1563
2976	0x3D6C	0x8FBDEC	U+607F	14540	1564
2977	0x3D6D	0x8FBDED	U+6082	21551	1565
2978	0x3D6E	0x8FBDEE	U+6086	21552	1566
2979	0x3D6F	0x8FBDEF	U+6088	21553	1567
2980	0x3D70	0x8FBDF0	U+608A	8456	1568
2981	0x3D71	0x8FBDF1	U+608E	21554	1569
2982	0x3D72	0x8FBDF2	U+6091	21555	1570
2983	0x3D73	0x8FBDF3	U+6093	21556	1571
2984	0x3D74	0x8FBDF4	U+6095	17630	1572
2985	0x3D75	0x8FBDF5	U+6098	21557	1573
2986	0x3D76	0x8FBDF6	U+609D	16865	1574
2987	0x3D77	0x8FBDF7	U+609E	14541 (21558)	1575
2988	0x3D78	0x8FBDF8	U+60A2	21559	1576
2989	0x3D79	0x8FBDF9	U+60A4	14542	1577
2990	0x3D7A	0x8FBDFA	U+60A5	21560	1578
2991	0x3D7B	0x8FBDFB	U+60A8	17631	1579
2992	0x3D7C	0x8FBDFC	U+60B0	14543	1580
2993	0x3D7D	0x8FBDFD	U+60B1	17633	1581
2994	0x3D7E	0x8FBDFE	U+60B7	21561	1582
3001	0x3E21	0x8FBEA1	U+60BB	19361	1583
3002	0x3E22	0x8FBEA2	U+60BE	17634	1584
3003	0x3E23	0x8FBEA3	U+60C2	21562	1585
3004	0x3E24	0x8FBEA4	U+60C4	19362	1586
3005	0x3E25	0x8FBEA5	U+60C8	17635	1587
3006	0x3E26	0x8FBEA6	U+60C9	21563	1588
3007	0x3E27	0x8FBEA7	U+60CA	21564	1589
3008	0x3E28	0x8FBEA8	U+60CB	14544	1590
3009	0x3E29	0x8FBEA9	U+60CE	21565	1591
3010	0x3E2A	0x8FBEAA	U+60CF	21566	1592
3011	0x3E2B	0x8FBEAB	U+60D4	16866	1593
3012	0x3E2C	0x8FBEAC	U+60D5	8458	1594
3013	0x3E2D	0x8FBEAD	U+60D9	17636	1595
3014	0x3E2E	0x8FBEAE	U+60DB	14545	1596
3015	0x3E2F	0x8FBEAF	U+60DD	16867	1597
3016	0x3E30	0x8FBEB0	U+60DE	8457	1598
3017	0x3E31	0x8FBEB1	U+60E2	21567	1599
3018	0x3E32	0x8FBEB2	U+60E5	21568	1600
3019	0x3E33	0x8FBEB3	U+60F2	8460	1601
3020	0x3E34	0x8FBEB4	U+60F5	17638	1602
3021	0x3E35	0x8FBEB5	U+60F8	14546	1603
3022	0x3E36	0x8FBEB6	U+60FC	21569	1604
3023	0x3E37	0x8FBEB7	U+60FD	19363	1605
3024	0x3E38	0x8FBEB8	U+6102	21570	1606
3025	0x3E39	0x8FBEB9	U+6107	21571	1607
3026	0x3E3A	0x8FBEBA	U+610A	19364	1608
3027	0x3E3B	0x8FBEBB	U+610C	21572	1609
3028	0x3E3C	0x8FBEBC	U+6110	17639	1610
3029	0x3E3D	0x8FBEBD	U+6111	8461	1611
3030	0x3E3E	0x8FBEBE	U+6112	14547	1612
3031	0x3E3F	0x8FBEBF	U+6113	14548	1613
3032	0x3E40	0x8FBEC0	U+6114	14549	1614
3033	0x3E41	0x8FBEC1	U+6116	19365	1615
3034	0x3E42	0x8FBEC2	U+6117	21573	1616
3035	0x3E43	0x8FBEC3	U+6119	17640	1617
3036	0x3E44	0x8FBEC4	U+611C	14550	1618
3037	0x3E45	0x8FBEC5	U+611E	17641	1619
3038	0x3E46	0x8FBEC6	U+6122	21574	1620
3039	0x3E47	0x8FBEC7	U+612A	19366	1621
3040	0x3E48	0x8FBEC8	U+612B	16868	1622
3041	0x3E49	0x8FBEC9	U+6130	8463	1623
3042	0x3E4A	0x8FBECA	U+6131	21575	1624
3043	0x3E4B	0x8FBECB	U+6135	21576	1625
3044	0x3E4C	0x8FBECC	U+6136	19367	1626
3045	0x3E4D	0x8FBECD	U+6137	8462	1627
3046	0x3E4E	0x8FBECE	U+6139	21577	1628
3047	0x3E4F	0x8FBECF	U+6141	17644	1629
3048	0x3E50	0x8FBED0	U+6145	21578	1630
3049	0x3E51	0x8FBED1	U+6146	17645	1631
3050	0x3E52	0x8FBED2	U+6149	21579	1632
3051	0x3E53	0x8FBED3	U+615E	19368	1633
3052	0x3E54	0x8FBED4	U+6160	17646	1634
3053	0x3E55	0x8FBED5	U+616C	21580	1635
3054	0x3E56	0x8FBED6	U+6172	21581	1636
3055	0x3E57	0x8FBED7	U+6178	21582	1637
3056	0x3E58	0x8FBED8	U+617B	19370	1638
3057	0x3E59	0x8FBED9	U+617C	14551	1639
3058	0x3E5A	0x8FBEDA	U+617F	19372	1640
3059	0x3E5B	0x8FBEDB	U+6180	21583	1641
3060	0x3E5C	0x8FBEDC	U+6181	21584	1642
3061	0x3E5D	0x8FBEDD	U+6183	21585	1643
3062	0x3E5E	0x8FBEDE	U+6184	21586	1644
3063	0x3E5F	0x8FBEDF	U+618B	21587	1645
3064	0x3E60	0x8FBEE0	U+618D	14552	1646
3065	0x3E61	0x8FBEE1	U+6192	17648	1647
3066	0x3E62	0x8FBEE2	U+6193	17649	1648
3067	0x3E63	0x8FBEE3	U+6197	17650	1649
3068	0x3E64	0x8FBEE4	U+6198	8464	1650
3069	0x3E65	0x8FBEE5	U+619C	21588	1651
3070	0x3E66	0x8FBEE6	U+619D	19373	1652
3071	0x3E67	0x8FBEE7	U+619F	14553	1653
3072	0x3E68	0x8FBEE8	U+61A0	21589	1654
3073	0x3E69	0x8FBEE9	U+61A5	17651	1655
3074	0x3E6A	0x8FBEEA	U+61A8	14554	1656
3075	0x3E6B	0x8FBEEB	U+61AA	21590	1657
3076	0x3E6C	0x8FBEEC	U+61AD	17652	1658
3077	0x3E6D	0x8FBEED	U+61B8	19374	1659
3078	0x3E6E	0x8FBEEE	U+61B9	16870	1660
3079	0x3E6F	0x8FBEEF	U+61BC	16869	1661
3080	0x3E70	0x8FBEF0	U+61C0	21591	1662
3081	0x3E71	0x8FBEF1	U+61C1	21592	1663
3082	0x3E72	0x8FBEF2	U+61C2	14555	1664
3083	0x3E73	0x8FBEF3	U+61CE	21593	1665
3084	0x3E74	0x8FBEF4	U+61CF	21594	1666
3085	0x3E75	0x8FBEF5	U+61D5	17654	1667
3086	0x3E76	0x8FBEF6	U+61DC	19375	1668
3087	0x3E77	0x8FBEF7	U+61DD	17655	1669
3088	0x3E78	0x8FBEF8	U+61DE	21595	1670
3089	0x3E79	0x8FBEF9	U+61DF	14556	1671
3090	0x3E7A	0x8FBEFA	U+61E1	21596	1672
3091	0x3E7B	0x8FBEFB	U+61E2	19376	1673
3092	0x3E7C	0x8FBEFC	U+61E7	21597	1674
3093	0x3E7D	0x8FBEFD	U+61E9	21598	1675
3094	0x3E7E	0x8FBEFE	U+61E5	19377	1676
3101	0x3F21	0x8FBFA1	U+61EC	21599	1677
3102	0x3F22	0x8FBFA2	U+61ED	21600	1678
3103	0x3F23	0x8FBFA3	U+61EF	21601	1679
3104	0x3F24	0x8FBFA4	U+6201	21602	1680
3105	0x3F25	0x8FBFA5	U+6203	21603	1681
3106	0x3F26	0x8FBFA6	U+6204	19379	1682
3107	0x3F27	0x8FBFA7	U+6207	19380	1683
3108	0x3F28	0x8FBFA8	U+6213	8465	1684
3109	0x3F29	0x8FBFA9	U+6215	14557	1685
3110	0x3F2A	0x8FBFAA	U+621C	21604	1686
3111	0x3F2B	0x8FBFAB	U+6220	21605	1687
3112	0x3F2C	0x8FBFAC	U+6222	16871	1688
3113	0x3F2D	0x8FBFAD	U+6223	17658	1689
3114	0x3F2E	0x8FBFAE	U+6227	21606	1690
3115	0x3F2F	0x8FBFAF	U+6229	14558	1691
3116	0x3F30	0x8FBFB0	U+622B	21607	1692
3117	0x3F31	0x8FBFB1	U+6239	19382	1693
3118	0x3F32	0x8FBFB2	U+623D	19383	1694
3119	0x3F33	0x8FBFB3	U+6242	21608	1695
3120	0x3F34	0x8FBFB4	U+6243	14559	1696
3121	0x3F35	0x8FBFB5	U+6244	21609	1697
3122	0x3F36	0x8FBFB6	U+6246	14560	1698
3123	0x3F37	0x8FBFB7	U+624C	14561	1699
3124	0x3F38	0x8FBFB8	U+6250	21610	1700
3125	0x3F39	0x8FBFB9	U+6251	14562	1701
3126	0x3F3A	0x8FBFBA	U+6252	17659	1702
3127	0x3F3B	0x8FBFBB	U+6254	21611	1703
3128	0x3F3C	0x8FBFBC	U+6256	14563	1704
3129	0x3F3D	0x8FBFBD	U+625A	16872	1705
3130	0x3F3E	0x8FBFBE	U+625C	21612	1706
3131	0x3F3F	0x8FBFBF	U+6264	17661	1707
3132	0x3F40	0x8FBFC0	U+626D	17663	1708
3133	0x3F41	0x8FBFC1	U+626F	16873	1709
3134	0x3F42	0x8FBFC2	U+6273	17664	1710
3135	0x3F43	0x8FBFC3	U+627A	19384	1711
3136	0x3F44	0x8FBFC4	U+627D	21613	1712
3137	0x3F45	0x8FBFC5	U+628D	21614	1713
3138	0x3F46	0x8FBFC6	U+628E	21615	1714
3139	0x3F47	0x8FBFC7	U+628F	21616	1715
3140	0x3F48	0x8FBFC8	U+6290	19385	1716
3141	0x3F49	0x8FBFC9	U+62A6	8466	1717
3142	0x3F4A	0x8FBFCA	U+62A8	19386	1718
3143	0x3F4B	0x8FBFCB	U+62B3	21617	1719
3144	0x3F4C	0x8FBFCC	U+62B6	21618	1720
3145	0x3F4D	0x8FBFCD	U+62B7	21619	1721
3146	0x3F4E	0x8FBFCE	U+62BA	21620	1722
3147	0x3F4F	0x8FBFCF	U+62BE	21621	1723
3148	0x3F50	0x8FBFD0	U+62BF	21622	1724
3149	0x3F51	0x8FBFD1	U+62C4	14564	1725
3150	0x3F52	0x8FBFD2	U+62CE	21623	1726
3151	0x3F53	0x8FBFD3	U+62D5	17666	1727
3152	0x3F54	0x8FBFD4	U+62D6	16874	1728
3153	0x3F55	0x8FBFD5	U+62DA	19387	1729
3154	0x3F56	0x8FBFD6	U+62EA	21624	1730
3155	0x3F57	0x8FBFD7	U+62F2	21625	1731
3156	0x3F58	0x8FBFD8	U+62F4	19388	1732
3157	0x3F59	0x8FBFD9	U+62FC	14565	1733
3158	0x3F5A	0x8FBFDA	U+62FD	17668	1734
3159	0x3F5B	0x8FBFDB	U+6303	17669	1735
3160	0x3F5C	0x8FBFDC	U+6304	21626	1736
3161	0x3F5D	0x8FBFDD	U+630A	14566	1737
3162	0x3F5E	0x8FBFDE	U+630B	21627	1738
3163	0x3F5F	0x8FBFDF	U+630D	14567	1739
3164	0x3F60	0x8FBFE0	U+6310	17670	1740
3165	0x3F61	0x8FBFE1	U+6313	21628	1741
3166	0x3F62	0x8FBFE2	U+6316	19389	1742
3167	0x3F63	0x8FBFE3	U+6318	14568	1743
3168	0x3F64	0x8FBFE4	U+6329	21629	1744
3169	0x3F65	0x8FBFE5	U+632A	19390	1745
3170	0x3F66	0x8FBFE6	U+632D	21630	1746
3171	0x3F67	0x8FBFE7	U+6335	17674	1747
3172	0x3F68	0x8FBFE8	U+6336	19391	1748
3173	0x3F69	0x8FBFE9	U+6339	14569	1749
3174	0x3F6A	0x8FBFEA	U+633C	17676	1750
3175	0x3F6B	0x8FBFEB	U+6341	17677	1751
3176	0x3F6C	0x8FBFEC	U+6342	14570	1752
3177	0x3F6D	0x8FBFED	U+6343	14571	1753
3178	0x3F6E	0x8FBFEE	U+6344	17678	1754
3179	0x3F6F	0x8FBFEF	U+6346	19392	1755
3180	0x3F70	0x8FBFF0	U+634A	21631	1756
3181	0x3F71	0x8FBFF1	U+634B	19393	1757
3182	0x3F72	0x8FBFF2	U+634E	17679	1758
3183	0x3F73	0x8FBFF3	U+6352	21632	1759
3184	0x3F74	0x8FBFF4	U+6353	19394	1760
3185	0x3F75	0x8FBFF5	U+6354	21633	1761
3186	0x3F76	0x8FBFF6	U+6358	21634	1762
3187	0x3F77	0x8FBFF7	U+635B	21635	1763
3188	0x3F78	0x8FBFF8	U+6365	14572	1764
3189	0x3F79	0x8FBFF9	U+6366	21636	1765
3190	0x3F7A	0x8FBFFA	U+636C	17684	1766
3191	0x3F7B	0x8FBFFB	U+636D	21637	1767
3192	0x3F7C	0x8FBFFC	U+6371	19395	1768
3193	0x3F7D	0x8FBFFD	U+6374	14573	1769
3194	0x3F7E	0x8FBFFE	U+6375	19396	1770
3201	0x4021	0x8FC0A1	U+6378	21638	1771
3202	0x4022	0x8FC0A2	U+637C	16875	1772
3203	0x4023	0x8FC0A3	U+637D	14574	1773
3204	0x4024	0x8FC0A4	U+637F	19397	1774
3205	0x4025	0x8FC0A5	U+6382	19398	1775
3206	0x4026	0x8FC0A6	U+6384	14575	1776
3207	0x4027	0x8FC0A7	U+6387	14576	1777
3208	0x4028	0x8FC0A8	U+638A	19399	1778
3209	0x4029	0x8FC0A9	U+6390	14577	1779
3210	0x402A	0x8FC0AA	U+6394	17687	1780
3211	0x402B	0x8FC0AB	U+6395	21639	1781
3212	0x402C	0x8FC0AC	U+6399	17685	1782
3213	0x402D	0x8FC0AD	U+639A	21640	1783
3214	0x402E	0x8FC0AE	U+639E	14578	1784
3215	0x402F	0x8FC0AF	U+63A4	21641	1785
3216	0x4030	0x8FC0B0	U+63A6	21642	1786
3217	0x4031	0x8FC0B1	U+63AD	21643	1787
3218	0x4032	0x8FC0B2	U+63AE	19400	1788
3219	0x4033	0x8FC0B3	U+63AF	19401	1789
3220	0x4034	0x8FC0B4	U+63BD	17688	1790
3221	0x4035	0x8FC0B5	U+63C1	21644	1791
3222	0x4036	0x8FC0B6	U+63C5	21645	1792
3223	0x4037	0x8FC0B7	U+63C8	21646	1793
3224	0x4038	0x8FC0B8	U+63CE	21647	1794
3225	0x4039	0x8FC0B9	U+63D1	14579	1795
3226	0x403A	0x8FC0BA	U+63D3	21648	1796
3227	0x403B	0x8FC0BB	U+63D4	17689	1797
3228	0x403C	0x8FC0BC	U+63D5	17690	1798
3229	0x403D	0x8FC0BD	U+63DC	14580	1799
3230	0x403E	0x8FC0BE	U+63E0	17691	1800
3231	0x403F	0x8FC0BF	U+63E5	16876	1801
3232	0x4040	0x8FC0C0	U+63EA	19402	1802
3233	0x4041	0x8FC0C1	U+63EC	17693	1803
3234	0x4042	0x8FC0C2	U+63F2	17694	1804
3235	0x4043	0x8FC0C3	U+63F3	21649	1805
3236	0x4044	0x8FC0C4	U+63F5	8467	1806
3237	0x4045	0x8FC0C5	U+63F8	19403	1807
3238	0x4046	0x8FC0C6	U+63F9	19404	1808
3239	0x4047	0x8FC0C7	U+6409	14581	1809
3240	0x4048	0x8FC0C8	U+640A	21650	1810
3241	0x4049	0x8FC0C9	U+6410	14582	1811
3242	0x404A	0x8FC0CA	U+6412	19405	1812
3243	0x404B	0x8FC0CB	U+6414	7724	1813
3244	0x404C	0x8FC0CC	U+6418	19406	1814
3245	0x404D	0x8FC0CD	U+641E	17695	1815
3246	0x404E	0x8FC0CE	U+6420	19407	1816
3247	0x404F	0x8FC0CF	U+6422	14583	1817
3248	0x4050	0x8FC0D0	U+6424	19408	1818
3249	0x4051	0x8FC0D1	U+6425	17696	1819
3250	0x4052	0x8FC0D2	U+6429	17697	1820
3251	0x4053	0x8FC0D3	U+642A	19409	1821
3252	0x4054	0x8FC0D4	U+642F	17698	1822
3253	0x4055	0x8FC0D5	U+6430	21651	1823
3254	0x4056	0x8FC0D6	U+6435	19410	1824
3255	0x4057	0x8FC0D7	U+643D	19411	1825
3256	0x4058	0x8FC0D8	U+643F	19412	1826
3257	0x4059	0x8FC0D9	U+644B	21652	1827
3258	0x405A	0x8FC0DA	U+644F	21653	1828
3259	0x405B	0x8FC0DB	U+6451	7747	1829
3260	0x405C	0x8FC0DC	U+6452	19413	1830
3261	0x405D	0x8FC0DD	U+6453	21654	1831
3262	0x405E	0x8FC0DE	U+6454	14584	1832
3263	0x405F	0x8FC0DF	U+645A	17699	1833
3264	0x4060	0x8FC0E0	U+645B	14585	1834
3265	0x4061	0x8FC0E1	U+645C	21655	1835
3266	0x4062	0x8FC0E2	U+645D	17700	1836
3267	0x4063	0x8FC0E3	U+645F	19414	1837
3268	0x4064	0x8FC0E4	U+6460	8468	1838
3269	0x4065	0x8FC0E5	U+6461	21656	1839
3270	0x4066	0x8FC0E6	U+6463	21657	1840
3271	0x4067	0x8FC0E7	U+646D	14586	1841
3272	0x4068	0x8FC0E8	U+6473	17701	1842
3273	0x4069	0x8FC0E9	U+6474	19415	1843
3274	0x406A	0x8FC0EA	U+647B	14587	1844
3275	0x406B	0x8FC0EB	U+647D	17702	1845
3276	0x406C	0x8FC0EC	U+6485	21658	1846
3277	0x406D	0x8FC0ED	U+6487	17703	1847
3278	0x406E	0x8FC0EE	U+648F	21659	1848
3279	0x406F	0x8FC0EF	U+6490	19416	1849
3280	0x4070	0x8FC0F0	U+6491	17704	1850
3281	0x4071	0x8FC0F1	U+6498	19417	1851
3282	0x4072	0x8FC0F2	U+6499	19418	1852
3283	0x4073	0x8FC0F3	U+649B	21660	1853
3284	0x4074	0x8FC0F4	U+649D	8469	1854
3285	0x4075	0x8FC0F5	U+649F	17705	1855
3286	0x4076	0x8FC0F6	U+64A1	21661	1856
3287	0x4077	0x8FC0F7	U+64A3	21662	1857
3288	0x4078	0x8FC0F8	U+64A6	21663	1858
3289	0x4079	0x8FC0F9	U+64A8	21664	1859
3290	0x407A	0x8FC0FA	U+64AC	19419	1860
3291	0x407B	0x8FC0FB	U+64B3	19420	1861
3292	0x407C	0x8FC0FC	U+64BD	21665	1862
3293	0x407D	0x8FC0FD	U+64BE	14588	1863
3294	0x407E	0x8FC0FE	U+64BF	14589	1864
3301	0x4121	0x8FC1A1	U+64C4	16878	1865
3302	0x4122	0x8FC1A2	U+64C9	21666	1866
3303	0x4123	0x8FC1A3	U+64CA	13341	1867
3304	0x4124	0x8FC1A4	U+64CB	17706	1868
3305	0x4125	0x8FC1A5	U+64CC	17707	1869
3306	0x4126	0x8FC1A6	U+64CE	8470	1870
3307	0x4127	0x8FC1A7	U+64D0	16879	1871
3308	0x4128	0x8FC1A8	U+64D1	21667	1872
3309	0x4129	0x8FC1A9	U+64D5	17708	1873
3310	0x412A	0x8FC1AA	U+64D7	17709	1874
3311	0x412B	0x8FC1AB	U+64E4	17711	1875
3312	0x412C	0x8FC1AC	U+64E5	14590	1876
3313	0x412D	0x8FC1AD	U+64E9	21668	1877
3314	0x412E	0x8FC1AE	U+64EA	21669	1878
3315	0x412F	0x8FC1AF	U+64ED	19421	1879
3316	0x4130	0x8FC1B0	U+64F0	19422	1880
3317	0x4131	0x8FC1B1	U+64F5	21670	1881
3318	0x4132	0x8FC1B2	U+64F7	14591	1882
3319	0x4133	0x8FC1B3	U+64FB	14592	1883
3320	0x4134	0x8FC1B4	U+64FF	17712	1884
3321	0x4135	0x8FC1B5	U+6501	21671	1885
3322	0x4136	0x8FC1B6	U+6504	14593	1886
3323	0x4137	0x8FC1B7	U+6508	21672	1887
3324	0x4138	0x8FC1B8	U+6509	21673	1888
3325	0x4139	0x8FC1B9	U+650A	21674	1889
3326	0x413A	0x8FC1BA	U+650F	17714	1890
3327	0x413B	0x8FC1BB	U+6513	21675	1891
3328	0x413C	0x8FC1BC	U+6514	17715	1892
3329	0x413D	0x8FC1BD	U+6516	14594	1893
3330	0x413E	0x8FC1BE	U+6519	14595	1894
3331	0x413F	0x8FC1BF	U+651B	19423	1895
3332	0x4140	0x8FC1C0	U+651E	17717	1896
3333	0x4141	0x8FC1C1	U+651F	19424	1897
3334	0x4142	0x8FC1C2	U+6522	7831	1898
3335	0x4143	0x8FC1C3	U+6526	21676	1899
3336	0x4144	0x8FC1C4	U+6529	16880	1900
3337	0x4145	0x8FC1C5	U+652E	19425	1901
3338	0x4146	0x8FC1C6	U+6531	21677	1902
3339	0x4147	0x8FC1C7	U+653A	21678	1903
3340	0x4148	0x8FC1C8	U+653C	21679	1904
3341	0x4149	0x8FC1C9	U+653D	21680	1905
3342	0x414A	0x8FC1CA	U+6543	21681	1906
3343	0x414B	0x8FC1CB	U+6547	14596	1907
