# JIS X 0208:1997 Database for Adobe-Japan1-6
# Based on UniJIS2004-UTF{8,16,32}-H CMap Files
# by Ken Lunde (lunde@adobe.com)
# Version January 29, 2007
#
# Adobe-Japan1-6 CIDs in brackets are those that were originally
# encoded in the UniJIS-UCS2-H CMap file, whose use has been
# deprecated for several years.
#
# Adobe-Japan1-6 CIDs in braces are those that represent the
# default glyphs when using the UniJIS-UTF{8,16,32}-H CMap files,
# which are considered JIS90-savvy.
#
KuTen	2022JP	SJIS	EUCJP	Unicode	Adobe-Japan1-6
1-2942	0x3D4A	0x8F69	0xBDCA	U+6DD1	2388
1-2943	0x3D4B	0x8F6A	0xBDCB	U+795D	2389
1-2944	0x3D4C	0x8F6B	0xBDCC	U+7E2E	2390
1-2945	0x3D4D	0x8F6C	0xBDCD	U+7C9B	2391
1-2946	0x3D4E	0x8F6D	0xBDCE	U+587E	2392
1-2947	0x3D4F	0x8F6E	0xBDCF	U+719F	2393
1-2948	0x3D50	0x8F6F	0xBDD0	U+51FA	2394
1-2949	0x3D51	0x8F70	0xBDD1	U+8853	2395
1-2950	0x3D52	0x8F71	0xBDD2	U+8FF0	2396
1-2951	0x3D53	0x8F72	0xBDD3	U+4FCA	2397
1-2952	0x3D54	0x8F73	0xBDD4	U+5CFB	2398
1-2953	0x3D55	0x8F74	0xBDD5	U+6625	2399
1-2954	0x3D56	0x8F75	0xBDD6	U+77AC	2400
1-2955	0x3D57	0x8F76	0xBDD7	U+7AE3	2401
1-2956	0x3D58	0x8F77	0xBDD8	U+821C	2402
1-2957	0x3D59	0x8F78	0xBDD9	U+99FF	2403
1-2958	0x3D5A	0x8F79	0xBDDA	U+51C6	2404
1-2959	0x3D5B	0x8F7A	0xBDDB	U+5FAA	2405
1-2960	0x3D5C	0x8F7B	0xBDDC	U+65EC	2406
1-2961	0x3D5D	0x8F7C	0xBDDD	U+696F	13460 {2407}
1-2962	0x3D5E	0x8F7D	0xBDDE	U+6B89	2408
1-2963	0x3D5F	0x8F7E	0xBDDF	U+6DF3	2409
1-2964	0x3D60	0x8F80	0xBDE0	U+6E96	2410
1-2965	0x3D61	0x8F81	0xBDE1	U+6F64	2411
1-2966	0x3D62	0x8F82	0xBDE2	U+76FE	2412
1-2967	0x3D63	0x8F83	0xBDE3	U+7D14	2413
1-2968	0x3D64	0x8F84	0xBDE4	U+5DE1	2414
1-2969	0x3D65	0x8F85	0xBDE5	U+9075	2415
1-2970	0x3D66	0x8F86	0xBDE6	U+9187	2416
1-2971	0x3D67	0x8F87	0xBDE7	U+9806	2417
1-2972	0x3D68	0x8F88	0xBDE8	U+51E6	2418
1-2973	0x3D69	0x8F89	0xBDE9	U+521D	2419
1-2974	0x3D6A	0x8F8A	0xBDEA	U+6240	2420
1-2975	0x3D6B	0x8F8B	0xBDEB	U+6691	2421
1-2976	0x3D6C	0x8F8C	0xBDEC	U+66D9	2422
1-2977	0x3D6D	0x8F8D	0xBDED	U+6E1A	2423
1-2978	0x3D6E	0x8F8E	0xBDEE	U+5EB6	2424
1-2979	0x3D6F	0x8F8F	0xBDEF	U+7DD2	2425
1-2980	0x3D70	0x8F90	0xBDF0	U+7F72	2426
1-2981	0x3D71	0x8F91	0xBDF1	U+66F8	2427
1-2982	0x3D72	0x8F92	0xBDF2	U+85AF	7701 {2428}
1-2983	0x3D73	0x8F93	0xBDF3	U+85F7	7702 {2429}
1-2984	0x3D74	0x8F94	0xBDF4	U+8AF8	2430
1-2985	0x3D75	0x8F95	0xBDF5	U+52A9	2431
1-2986	0x3D76	0x8F96	0xBDF6	U+53D9	2432
1-2987	0x3D77	0x8F97	0xBDF7	U+5973	2433
1-2988	0x3D78	0x8F98	0xBDF8	U+5E8F	2434
1-2989	0x3D79	0x8F99	0xBDF9	U+5F90	2435
1-2990	0x3D7A	0x8F9A	0xBDFA	U+6055	2436
1-2991	0x3D7B	0x8F9B	0xBDFB	U+92E4	2437
1-2992	0x3D7C	0x8F9C	0xBDFC	U+9664	2438
1-2993	0x3D7D	0x8F9D	0xBDFD	U+50B7	2439
1-2994	0x3D7E	0x8F9E	0xBDFE	U+511F	2440
1-3001	0x3E21	0x8F9F	0xBEA1	U+52DD	2441
1-3002	0x3E22	0x8FA0	0xBEA2	U+5320	2442
1-3003	0x3E23	0x8FA1	0xBEA3	U+5347	2443
1-3004	0x3E24	0x8FA2	0xBEA4	U+53EC	2444
1-3005	0x3E25	0x8FA3	0xBEA5	U+54E8	7703 {2445}
1-3006	0x3E26	0x8FA4	0xBEA6	U+5546	2446
1-3007	0x3E27	0x8FA5	0xBEA7	U+5531	2447
1-3008	0x3E28	0x8FA6	0xBEA8	U+5617	2448
1-3009	0x3E29	0x8FA7	0xBEA9	U+5968	2449
1-3010	0x3E2A	0x8FA8	0xBEAA	U+59BE	2450
1-3011	0x3E2B	0x8FA9	0xBEAB	U+5A3C	2451
1-3012	0x3E2C	0x8FAA	0xBEAC	U+5BB5	2452
1-3013	0x3E2D	0x8FAB	0xBEAD	U+5C06	2453
1-3014	0x3E2E	0x8FAC	0xBEAE	U+5C0F	2454
1-3015	0x3E2F	0x8FAD	0xBEAF	U+5C11	2455
1-3016	0x3E30	0x8FAE	0xBEB0	U+5C1A	2456
1-3017	0x3E31	0x8FAF	0xBEB1	U+5E84	2457
1-3018	0x3E32	0x8FB0	0xBEB2	U+5E8A	2458
1-3019	0x3E33	0x8FB1	0xBEB3	U+5EE0	2459
1-3020	0x3E34	0x8FB2	0xBEB4	U+5F70	2460
1-3021	0x3E35	0x8FB3	0xBEB5	U+627F	2461
1-3022	0x3E36	0x8FB4	0xBEB6	U+6284	2462
1-3023	0x3E37	0x8FB5	0xBEB7	U+62DB	2463
1-3024	0x3E38	0x8FB6	0xBEB8	U+638C	2464
1-3025	0x3E39	0x8FB7	0xBEB9	U+6377	2465
1-3026	0x3E3A	0x8FB8	0xBEBA	U+6607	2466
1-3027	0x3E3B	0x8FB9	0xBEBB	U+660C	2467
1-3028	0x3E3C	0x8FBA	0xBEBC	U+662D	2468
1-3029	0x3E3D	0x8FBB	0xBEBD	U+6676	2469
1-3030	0x3E3E	0x8FBC	0xBEBE	U+677E	2470
1-3031	0x3E3F	0x8FBD	0xBEBF	U+68A2	2471
1-3032	0x3E40	0x8FBE	0xBEC0	U+6A1F	2472
1-3033	0x3E41	0x8FBF	0xBEC1	U+6A35	2473
1-3034	0x3E42	0x8FC0	0xBEC2	U+6CBC	2474
1-3035	0x3E43	0x8FC1	0xBEC3	U+6D88	2475
1-3036	0x3E44	0x8FC2	0xBEC4	U+6E09	2476
1-3037	0x3E45	0x8FC3	0xBEC5	U+6E58	2477
1-3038	0x3E46	0x8FC4	0xBEC6	U+713C	2478
1-3039	0x3E47	0x8FC5	0xBEC7	U+7126	2479
1-3040	0x3E48	0x8FC6	0xBEC8	U+7167	2480
1-3041	0x3E49	0x8FC7	0xBEC9	U+75C7	2481
1-3042	0x3E4A	0x8FC8	0xBECA	U+7701	2482
1-3043	0x3E4B	0x8FC9	0xBECB	U+785D	2483
1-3044	0x3E4C	0x8FCA	0xBECC	U+7901	2484
1-3045	0x3E4D	0x8FCB	0xBECD	U+7965	2485
1-3046	0x3E4E	0x8FCC	0xBECE	U+79F0	2486
1-3047	0x3E4F	0x8FCD	0xBECF	U+7AE0	2487
1-3048	0x3E50	0x8FCE	0xBED0	U+7B11	2488
1-3049	0x3E51	0x8FCF	0xBED1	U+7CA7	2489
1-3050	0x3E52	0x8FD0	0xBED2	U+7D39	2490
1-3051	0x3E53	0x8FD1	0xBED3	U+8096	2491
1-3052	0x3E54	0x8FD2	0xBED4	U+83D6	2492
1-3053	0x3E55	0x8FD3	0xBED5	U+848B	2493
1-3054	0x3E56	0x8FD4	0xBED6	U+8549	2494
1-3055	0x3E57	0x8FD5	0xBED7	U+885D	2495
1-3056	0x3E58	0x8FD6	0xBED8	U+88F3	2496
1-3057	0x3E59	0x8FD7	0xBED9	U+8A1F	2497
1-3058	0x3E5A	0x8FD8	0xBEDA	U+8A3C	2498
1-3059	0x3E5B	0x8FD9	0xBEDB	U+8A54	2499
1-3060	0x3E5C	0x8FDA	0xBEDC	U+8A73	2500
1-3061	0x3E5D	0x8FDB	0xBEDD	U+8C61	2501
1-3062	0x3E5E	0x8FDC	0xBEDE	U+8CDE	2502
1-3063	0x3E5F	0x8FDD	0xBEDF	U+91A4	2503
1-3064	0x3E60	0x8FDE	0xBEE0	U+9266	2504
1-3065	0x3E61	0x8FDF	0xBEE1	U+937E	2505
1-3066	0x3E62	0x8FE0	0xBEE2	U+9418	2506
1-3067	0x3E63	0x8FE1	0xBEE3	U+969C	2507
1-3068	0x3E64	0x8FE2	0xBEE4	U+9798	7708 {2508}
1-3069	0x3E65	0x8FE3	0xBEE5	U+4E0A	2509
1-3070	0x3E66	0x8FE4	0xBEE6	U+4E08	2510
1-3071	0x3E67	0x8FE5	0xBEE7	U+4E1E	2511
1-3072	0x3E68	0x8FE6	0xBEE8	U+4E57	2512
1-3073	0x3E69	0x8FE7	0xBEE9	U+5197	2513
1-3074	0x3E6A	0x8FE8	0xBEEA	U+5270	2514
1-3075	0x3E6B	0x8FE9	0xBEEB	U+57CE	2515
1-3076	0x3E6C	0x8FEA	0xBEEC	U+5834	2516
1-3077	0x3E6D	0x8FEB	0xBEED	U+58CC	2517
1-3078	0x3E6E	0x8FEC	0xBEEE	U+5B22	2518
1-3079	0x3E6F	0x8FED	0xBEEF	U+5E38	2519
1-3080	0x3E70	0x8FEE	0xBEF0	U+60C5	2520
1-3081	0x3E71	0x8FEF	0xBEF1	U+64FE	2521
1-3082	0x3E72	0x8FF0	0xBEF2	U+6761	2522
1-3083	0x3E73	0x8FF1	0xBEF3	U+6756	20282 {2523}
1-3084	0x3E74	0x8FF2	0xBEF4	U+6D44	2524
1-3085	0x3E75	0x8FF3	0xBEF5	U+72B6	2525
1-3086	0x3E76	0x8FF4	0xBEF6	U+7573	2526
1-3087	0x3E77	0x8FF5	0xBEF7	U+7A63	2527
1-3088	0x3E78	0x8FF6	0xBEF8	U+84B8	2528
1-3089	0x3E79	0x8FF7	0xBEF9	U+8B72	2529
1-3090	0x3E7A	0x8FF8	0xBEFA	U+91B8	2530
1-3091	0x3E7B	0x8FF9	0xBEFB	U+9320	2531
1-3092	0x3E7C	0x8FFA	0xBEFC	U+5631	2532
1-3093	0x3E7D	0x8FFB	0xBEFD	U+57F4	2533
1-3094	0x3E7E	0x8FFC	0xBEFE	U+98FE	2534
1-3101	0x3F21	0x9040	0xBFA1	U+62ED	2535
1-3102	0x3F22	0x9041	0xBFA2	U+690D	2536
1-3103	0x3F23	0x9042	0xBFA3	U+6B96	2537
1-3104	0x3F24	0x9043	0xBFA4	U+71ED	2538
1-3105	0x3F25	0x9044	0xBFA5	U+7E54	2539
1-3106	0x3F26	0x9045	0xBFA6	U+8077	2540
1-3107	0x3F27	0x9046	0xBFA7	U+8272	2541
1-3108	0x3F28	0x9047	0xBFA8	U+89E6	2542
1-3109	0x3F29	0x9048	0xBFA9	U+98DF	2543
1-3110	0x3F2A	0x9049	0xBFAA	U+8755	7709 {2544}
1-3111	0x3F2B	0x904A	0xBFAB	U+8FB1	2545
1-3112	0x3F2C	0x904B	0xBFAC	U+5C3B	2546
1-3113	0x3F2D	0x904C	0xBFAD	U+4F38	2547
1-3114	0x3F2E	0x904D	0xBFAE	U+4FE1	2548
1-3115	0x3F2F	0x904E	0xBFAF	U+4FB5	2549
1-3116	0x3F30	0x904F	0xBFB0	U+5507	2550
1-3117	0x3F31	0x9050	0xBFB1	U+5A20	2551
1-3118	0x3F32	0x9051	0xBFB2	U+5BDD	2552
1-3119	0x3F33	0x9052	0xBFB3	U+5BE9	2553
1-3120	0x3F34	0x9053	0xBFB4	U+5FC3	2554
1-3121	0x3F35	0x9054	0xBFB5	U+614E	2555
1-3122	0x3F36	0x9055	0xBFB6	U+632F	2556
1-3123	0x3F37	0x9056	0xBFB7	U+65B0	2557
1-3124	0x3F38	0x9057	0xBFB8	U+664B	2558
1-3125	0x3F39	0x9058	0xBFB9	U+68EE	2559
1-3126	0x3F3A	0x9059	0xBFBA	U+699B	2560
1-3127	0x3F3B	0x905A	0xBFBB	U+6D78	2561
1-3128	0x3F3C	0x905B	0xBFBC	U+6DF1	2562
1-3129	0x3F3D	0x905C	0xBFBD	U+7533	2563
1-3130	0x3F3E	0x905D	0xBFBE	U+75B9	2564
1-3131	0x3F3F	0x905E	0xBFBF	U+771F	2565
1-3132	0x3F40	0x905F	0xBFC0	U+795E	2566
1-3133	0x3F41	0x9060	0xBFC1	U+79E6	2567
1-3134	0x3F42	0x9061	0xBFC2	U+7D33	2568
1-3135	0x3F43	0x9062	0xBFC3	U+81E3	2569
1-3136	0x3F44	0x9063	0xBFC4	U+82AF	2570
1-3137	0x3F45	0x9064	0xBFC5	U+85AA	2571
1-3138	0x3F46	0x9065	0xBFC6	U+89AA	2572
1-3139	0x3F47	0x9066	0xBFC7	U+8A3A	2573
1-3140	0x3F48	0x9067	0xBFC8	U+8EAB	2574
1-3141	0x3F49	0x9068	0xBFC9	U+8F9B	2575
1-3142	0x3F4A	0x9069	0xBFCA	U+9032	2576
1-3143	0x3F4B	0x906A	0xBFCB	U+91DD	2577
1-3144	0x3F4C	0x906B	0xBFCC	U+9707	2578
1-3145	0x3F4D	0x906C	0xBFCD	U+4EBA	2579
1-3146	0x3F4E	0x906D	0xBFCE	U+4EC1	2580
1-3147	0x3F4F	0x906E	0xBFCF	U+5203	2581
1-3148	0x3F50	0x906F	0xBFD0	U+5875	2582
1-3149	0x3F51	0x9070	0xBFD1	U+58EC	2583
1-3150	0x3F52	0x9071	0xBFD2	U+5C0B	2584
1-3151	0x3F53	0x9072	0xBFD3	U+751A	2585
1-3152	0x3F54	0x9073	0xBFD4	U+5C3D	2586
1-3153	0x3F55	0x9074	0xBFD5	U+814E	2587
1-3154	0x3F56	0x9075	0xBFD6	U+8A0A	13860 {2588}
1-3155	0x3F57	0x9076	0xBFD7	U+8FC5	2589
1-3156	0x3F58	0x9077	0xBFD8	U+9663	2590
1-3157	0x3F59	0x9078	0xBFD9	U+976D	2591
1-3158	0x3F5A	0x9079	0xBFDA	U+7B25	2592
1-3159	0x3F5B	0x907A	0xBFDB	U+8ACF	2593
1-3160	0x3F5C	0x907B	0xBFDC	U+9808	2594
1-3161	0x3F5D	0x907C	0xBFDD	U+9162	2595
1-3162	0x3F5E	0x907D	0xBFDE	U+56F3	2596
1-3163	0x3F5F	0x907E	0xBFDF	U+53A8	2597
1-3164	0x3F60	0x9080	0xBFE0	U+9017	7711 {2598}
1-3165	0x3F61	0x9081	0xBFE1	U+5439	2599
1-3166	0x3F62	0x9082	0xBFE2	U+5782	2600
1-3167	0x3F63	0x9083	0xBFE3	U+5E25	2601
1-3168	0x3F64	0x9084	0xBFE4	U+63A8	2602
1-3169	0x3F65	0x9085	0xBFE5	U+6C34	2603
1-3170	0x3F66	0x9086	0xBFE6	U+708A	2604
1-3171	0x3F67	0x9087	0xBFE7	U+7761	2605
1-3172	0x3F68	0x9088	0xBFE8	U+7C8B	2606
1-3173	0x3F69	0x9089	0xBFE9	U+7FE0	2607
1-3174	0x3F6A	0x908A	0xBFEA	U+8870	2608
1-3175	0x3F6B	0x908B	0xBFEB	U+9042	2609
1-3176	0x3F6C	0x908C	0xBFEC	U+9154	2610
1-3177	0x3F6D	0x908D	0xBFED	U+9310	2611
1-3178	0x3F6E	0x908E	0xBFEE	U+9318	2612
1-3179	0x3F6F	0x908F	0xBFEF	U+968F	2613
1-3180	0x3F70	0x9090	0xBFF0	U+745E	2614
1-3181	0x3F71	0x9091	0xBFF1	U+9AC4	2615
1-3182	0x3F72	0x9092	0xBFF2	U+5D07	2616
1-3183	0x3F73	0x9093	0xBFF3	U+5D69	2617
1-3184	0x3F74	0x9094	0xBFF4	U+6570	2618
1-3185	0x3F75	0x9095	0xBFF5	U+67A2	2619
1-3186	0x3F76	0x9096	0xBFF6	U+8DA8	2620
1-3187	0x3F77	0x9097	0xBFF7	U+96DB	2621
1-3188	0x3F78	0x9098	0xBFF8	U+636E	2622
1-3189	0x3F79	0x9099	0xBFF9	U+6749	2623
1-3190	0x3F7A	0x909A	0xBFFA	U+6919	2624
1-3191	0x3F7B	0x909B	0xBFFB	U+83C5	2625
1-3192	0x3F7C	0x909C	0xBFFC	U+9817	2626
1-3193	0x3F7D	0x909D	0xBFFD	U+96C0	2627
1-3194	0x3F7E	0x909E	0xBFFE	U+88FE	2628
1-3201	0x4021	0x909F	0xC0A1	U+6F84	2629
1-3202	0x4022	0x90A0	0xC0A2	U+647A	7713 {2630}
1-3203	0x4023	0x90A1	0xC0A3	U+5BF8	2631
1-3204	0x4024	0x90A2	0xC0A4	U+4E16	2632
1-3205	0x4025	0x90A3	0xC0A5	U+702C	2633
1-3206	0x4026	0x90A4	0xC0A6	U+755D	2634
1-3207	0x4027	0x90A5	0xC0A7	U+662F	2635
1-3208	0x4028	0x90A6	0xC0A8	U+51C4	2636
1-3209	0x4029	0x90A7	0xC0A9	U+5236	2637
1-3210	0x402A	0x90A8	0xC0AA	U+52E2	2638
1-3211	0x402B	0x90A9	0xC0AB	U+59D3	2639
1-3212	0x402C	0x90AA	0xC0AC	U+5F81	2640
1-3213	0x402D	0x90AB	0xC0AD	U+6027	2641
1-3214	0x402E	0x90AC	0xC0AE	U+6210	2642
1-3215	0x402F	0x90AD	0xC0AF	U+653F	2643
1-3216	0x4030	0x90AE	0xC0B0	U+6574	2644
1-3217	0x4031	0x90AF	0xC0B1	U+661F	2645
1-3218	0x4032	0x90B0	0xC0B2	U+6674	2646
1-3219	0x4033	0x90B1	0xC0B3	U+68F2	2647
1-3220	0x4034	0x90B2	0xC0B4	U+6816	2648
1-3221	0x4035	0x90B3	0xC0B5	U+6B63	2649
1-3222	0x4036	0x90B4	0xC0B6	U+6E05	2650
1-3223	0x4037	0x90B5	0xC0B7	U+7272	2651
1-3224	0x4038	0x90B6	0xC0B8	U+751F	2652
1-3225	0x4039	0x90B7	0xC0B9	U+76DB	2653
1-3226	0x403A	0x90B8	0xC0BA	U+7CBE	2654
1-3227	0x403B	0x90B9	0xC0BB	U+8056	2655
1-3228	0x403C	0x90BA	0xC0BC	U+58F0	2656
1-3229	0x403D	0x90BB	0xC0BD	U+88FD	2657
1-3230	0x403E	0x90BC	0xC0BE	U+897F	2658
1-3231	0x403F	0x90BD	0xC0BF	U+8AA0	2659
1-3232	0x4040	0x90BE	0xC0C0	U+8A93	2660
1-3233	0x4041	0x90BF	0xC0C1	U+8ACB	2661
1-3234	0x4042	0x90C0	0xC0C2	U+901D	2662
1-3235	0x4043	0x90C1	0xC0C3	U+9192	2663
1-3236	0x4044	0x90C2	0xC0C4	U+9752	2664
1-3237	0x4045	0x90C3	0xC0C5	U+9759	2665
1-3238	0x4046	0x90C4	0xC0C6	U+6589	2666
1-3239	0x4047	0x90C5	0xC0C7	U+7A0E	2667
1-3240	0x4048	0x90C6	0xC0C8	U+8106	2668
1-3241	0x4049	0x90C7	0xC0C9	U+96BB	2669
1-3242	0x404A	0x90C8	0xC0CA	U+5E2D	2670
1-3243	0x404B	0x90C9	0xC0CB	U+60DC	2671
1-3244	0x404C	0x90CA	0xC0CC	U+621A	2672
1-3245	0x404D	0x90CB	0xC0CD	U+65A5	2673
1-3246	0x404E	0x90CC	0xC0CE	U+6614	2674
1-3247	0x404F	0x90CD	0xC0CF	U+6790	2675
1-3248	0x4050	0x90CE	0xC0D0	U+77F3	2676
1-3249	0x4051	0x90CF	0xC0D1	U+7A4D	2677
1-3250	0x4052	0x90D0	0xC0D2	U+7C4D	2678
1-3251	0x4053	0x90D1	0xC0D3	U+7E3E	2679
1-3252	0x4054	0x90D2	0xC0D4	U+810A	2680
1-3253	0x4055	0x90D3	0xC0D5	U+8CAC	2681
1-3254	0x4056	0x90D4	0xC0D6	U+8D64	2682
1-3255	0x4057	0x90D5	0xC0D7	U+8DE1	2683
1-3256	0x4058	0x90D6	0xC0D8	U+8E5F	2684
1-3257	0x4059	0x90D7	0xC0D9	U+78A9	2685
1-3258	0x405A	0x90D8	0xC0DA	U+5207	2686
1-3259	0x405B	0x90D9	0xC0DB	U+62D9	2687
1-3260	0x405C	0x90DA	0xC0DC	U+63A5	2688
1-3261	0x405D	0x90DB	0xC0DD	U+6442	2689
1-3262	0x405E	0x90DC	0xC0DE	U+6298	2690
1-3263	0x405F	0x90DD	0xC0DF	U+8A2D	2691
1-3264	0x4060	0x90DE	0xC0E0	U+7A83	2692
1-3265	0x4061	0x90DF	0xC0E1	U+7BC0	2693
1-3266	0x4062	0x90E0	0xC0E2	U+8AAC	2694
1-3267	0x4063	0x90E1	0xC0E3	U+96EA	2695
1-3268	0x4064	0x90E2	0xC0E4	U+7D76	2696
1-3269	0x4065	0x90E3	0xC0E5	U+820C	2697
1-3270	0x4066	0x90E4	0xC0E6	U+8749	2698
1-3271	0x4067	0x90E5	0xC0E7	U+4ED9	2699
1-3272	0x4068	0x90E6	0xC0E8	U+5148	2700
1-3273	0x4069	0x90E7	0xC0E9	U+5343	2701
1-3274	0x406A	0x90E8	0xC0EA	U+5360	2702
1-3275	0x406B	0x90E9	0xC0EB	U+5BA3	2703
1-3276	0x406C	0x90EA	0xC0EC	U+5C02	2704
1-3277	0x406D	0x90EB	0xC0ED	U+5C16	2705
1-3278	0x406E	0x90EC	0xC0EE	U+5DDD	2706
1-3279	0x406F	0x90ED	0xC0EF	U+6226	2707
1-3280	0x4070	0x90EE	0xC0F0	U+6247	2708
1-3281	0x4071	0x90EF	0xC0F1	U+64B0	7716 {2709}
1-3282	0x4072	0x90F0	0xC0F2	U+6813	2710
1-3283	0x4073	0x90F1	0xC0F3	U+6834	2711
1-3284	0x4074	0x90F2	0xC0F4	U+6CC9	2712
1-3285	0x4075	0x90F3	0xC0F5	U+6D45	2713
1-3286	0x4076	0x90F4	0xC0F6	U+6D17	2714
1-3287	0x4077	0x90F5	0xC0F7	U+67D3	2715
1-3288	0x4078	0x90F6	0xC0F8	U+6F5C	2716
1-3289	0x4079	0x90F7	0xC0F9	U+714E	7718 {2717}
1-3290	0x407A	0x90F8	0xC0FA	U+717D	7972 {2718}
1-3291	0x407B	0x90F9	0xC0FB	U+65CB	2719
1-3292	0x407C	0x90FA	0xC0FC	U+7A7F	7973 {2720}
1-3293	0x407D	0x90FB	0xC0FD	U+7BAD	7974 {2721}
1-3294	0x407E	0x90FC	0xC0FE	U+7DDA	2722
1-3301	0x4121	0x9140	0xC1A1	U+7E4A	2723
1-3302	0x4122	0x9141	0xC1A2	U+7FA8	2724
1-3303	0x4123	0x9142	0xC1A3	U+817A	2725
1-3304	0x4124	0x9143	0xC1A4	U+821B	2726
1-3305	0x4125	0x9144	0xC1A5	U+8239	2727
1-3306	0x4126	0x9145	0xC1A6	U+85A6	2728
1-3307	0x4127	0x9146	0xC1A7	U+8A6E	7720 {2729}
1-3308	0x4128	0x9147	0xC1A8	U+8CCE	2730
1-3309	0x4129	0x9148	0xC1A9	U+8DF5	2731
1-3310	0x412A	0x9149	0xC1AA	U+9078	2732
1-3311	0x412B	0x914A	0xC1AB	U+9077	2733
1-3312	0x412C	0x914B	0xC1AC	U+92AD	2734
1-3313	0x412D	0x914C	0xC1AD	U+9291	2735
1-3314	0x412E	0x914D	0xC1AE	U+9583	2736
1-3315	0x412F	0x914E	0xC1AF	U+9BAE	2737
1-3316	0x4130	0x914F	0xC1B0	U+524D	2738
1-3317	0x4131	0x9150	0xC1B1	U+5584	2739
1-3318	0x4132	0x9151	0xC1B2	U+6F38	2740
1-3319	0x4133	0x9152	0xC1B3	U+7136	2741
1-3320	0x4134	0x9153	0xC1B4	U+5168	2742
1-3321	0x4135	0x9154	0xC1B5	U+7985	2743
1-3322	0x4136	0x9155	0xC1B6	U+7E55	2744
1-3323	0x4137	0x9156	0xC1B7	U+81B3	2745
1-3324	0x4138	0x9157	0xC1B8	U+7CCE	2746
1-3325	0x4139	0x9158	0xC1B9	U+564C	7721 {2747}
1-3326	0x413A	0x9159	0xC1BA	U+5851	2748
1-3327	0x413B	0x915A	0xC1BB	U+5CA8	2749
1-3328	0x413C	0x915B	0xC1BC	U+63AA	2750
1-3329	0x413D	0x915C	0xC1BD	U+66FE	2751
1-3330	0x413E	0x915D	0xC1BE	U+66FD	2752
1-3331	0x413F	0x915E	0xC1BF	U+695A	2753
1-3332	0x4140	0x915F	0xC1C0	U+72D9	2754
1-3333	0x4141	0x9160	0xC1C1	U+758F	2755
1-3334	0x4142	0x9161	0xC1C2	U+758E	2756
1-3335	0x4143	0x9162	0xC1C3	U+790E	2757
1-3336	0x4144	0x9163	0xC1C4	U+7956	2758
1-3337	0x4145	0x9164	0xC1C5	U+79DF	2759
1-3338	0x4146	0x9165	0xC1C6	U+7C97	2760
1-3339	0x4147	0x9166	0xC1C7	U+7D20	2761
1-3340	0x4148	0x9167	0xC1C8	U+7D44	2762
1-3341	0x4149	0x9168	0xC1C9	U+8607	2763
1-3342	0x414A	0x9169	0xC1CA	U+8A34	2764
1-3343	0x414B	0x916A	0xC1CB	U+963B	2765
1-3344	0x414C	0x916B	0xC1CC	U+9061	7722 {2766}
1-3345	0x414D	0x916C	0xC1CD	U+9F20	2767
1-3346	0x414E	0x916D	0xC1CE	U+50E7	2768
1-3347	0x414F	0x916E	0xC1CF	U+5275	2769
1-3348	0x4150	0x916F	0xC1D0	U+53CC	2770
1-3349	0x4151	0x9170	0xC1D1	U+53E2	2771
1-3350	0x4152	0x9171	0xC1D2	U+5009	2772
1-3351	0x4153	0x9172	0xC1D3	U+55AA	2773
1-3352	0x4154	0x9173	0xC1D4	U+58EE	2774
1-3353	0x4155	0x9174	0xC1D5	U+594F	2775
1-3354	0x4156	0x9175	0xC1D6	U+723D	2776
1-3355	0x4157	0x9176	0xC1D7	U+5B8B	2777
1-3356	0x4158	0x9177	0xC1D8	U+5C64	2778
1-3357	0x4159	0x9178	0xC1D9	U+531D	2779
1-3358	0x415A	0x9179	0xC1DA	U+60E3	2780
1-3359	0x415B	0x917A	0xC1DB	U+60F3	2781
1-3360	0x415C	0x917B	0xC1DC	U+635C	2782
1-3361	0x415D	0x917C	0xC1DD	U+6383	2783
1-3362	0x415E	0x917D	0xC1DE	U+633F	2784
1-3363	0x415F	0x917E	0xC1DF	U+63BB	2785
1-3364	0x4160	0x9180	0xC1E0	U+64CD	2786
1-3365	0x4161	0x9181	0xC1E1	U+65E9	2787
1-3366	0x4162	0x9182	0xC1E2	U+66F9	2788
1-3367	0x4163	0x9183	0xC1E3	U+5DE3	2789
1-3368	0x4164	0x9184	0xC1E4	U+69CD	2790
1-3369	0x4165	0x9185	0xC1E5	U+69FD	2791
1-3370	0x4166	0x9186	0xC1E6	U+6F15	2792
1-3371	0x4167	0x9187	0xC1E7	U+71E5	2793
1-3372	0x4168	0x9188	0xC1E8	U+4E89	2794
1-3373	0x4169	0x9189	0xC1E9	U+75E9	2795
1-3374	0x416A	0x918A	0xC1EA	U+76F8	2796
1-3375	0x416B	0x918B	0xC1EB	U+7A93	2797
1-3376	0x416C	0x918C	0xC1EC	U+7CDF	2798
1-3377	0x416D	0x918D	0xC1ED	U+7DCF	2799
1-3378	0x416E	0x918E	0xC1EE	U+7D9C	2800
1-3379	0x416F	0x918F	0xC1EF	U+8061	2801
1-3380	0x4170	0x9190	0xC1F0	U+8349	2802
1-3381	0x4171	0x9191	0xC1F1	U+8358	2803
1-3382	0x4172	0x9192	0xC1F2	U+846C	2804
1-3383	0x4173	0x9193	0xC1F3	U+84BC	2805
1-3384	0x4174	0x9194	0xC1F4	U+85FB	2806
1-3385	0x4175	0x9195	0xC1F5	U+88C5	2807
