# JIS X 0213:2004 Database for Adobe-Japan1-6
# Based on UniJIS-UTF{8,16,32}-H CMap Files
# by Ken Lunde (lunde@adobe.com)
# Version June 6, 2007
#
# Adobe-Japan1-6 CIDs in parentheses are those that are encoded in the
# "UniJISX0213-UTF32-H" CMap file, which is based on the Mac OS X
# "Hiragino" fonts, and are generally for proportional symbols.
#
# Adobe-Japan1-6 CIDs in braces are those that represent the
# prototypical glyphs from the JIS X 0213:2004 standard, and are
# specific to Adobe-Japan1-6 (that is, they are above CID=20316). They
# are made accessible through the OpenType 'jp04' GSUB feature.
#
# Adobe-Japan1-6 CIDs in brackets are those that represent the
# combination of two CIDs that represent the Unicode
# representation, and are thus not directly encoded according to
# Unicode. The Unicode representation has two values, separated 
# by a colon. They are made accessible through the OpenType 'ccmp'
# GSUB feature.
#
# The ten characters added for JIS X 0213:2004 are at the very end of
# the file, for easy identification.
#
KuTen	2022JP	SJIS	EUCJP	Unicode	Adobe-Japan1-6
1-8651	0x7653	0xEBD1	0xF6D3	U+6CAA	14153
1-8652	0x7654	0xEBD2	0xF6D4	U+6C74	16928
1-8653	0x7655	0xEBD3	0xF6D5	U+6C76	14692
1-8654	0x7656	0xEBD4	0xF6D6	U+6C85	14694
1-8655	0x7657	0xEBD5	0xF6D7	U+6C86	8512
1-8656	0x7658	0xEBD6	0xF6D8	U+6C98	16929
1-8657	0x7659	0xEBD7	0xF6D9	U+6C9C	14696
1-8658	0x765A	0xEBD8	0xF6DA	U+6CFB	16930
1-8659	0x765B	0xEBD9	0xF6DB	U+6CC6	16931
1-8660	0x765C	0xEBDA	0xF6DC	U+6CD4	14698
1-8661	0x765D	0xEBDB	0xF6DD	U+6CE0	14700
1-8662	0x765E	0xEBDC	0xF6DE	U+6CEB	14701
1-8663	0x765F	0xEBDD	0xF6DF	U+6CEE	14703
1-8664	0x7660	0xEBDE	0xF6E0	U+23CFE	13904
1-8665	0x7661	0xEBDF	0xF6E1	U+6D04	8515
1-8666	0x7662	0xEBE0	0xF6E2	U+6D0E	14705
1-8667	0x7663	0xEBE1	0xF6E3	U+6D2E	14707
1-8668	0x7664	0xEBE2	0xF6E4	U+6D31	16932
1-8669	0x7665	0xEBE3	0xF6E5	U+6D39	16933
1-8670	0x7666	0xEBE4	0xF6E6	U+6D3F	16934
1-8671	0x7667	0xEBE5	0xF6E7	U+6D58	16935
1-8672	0x7668	0xEBE6	0xF6E8	U+6D65	14710
1-8673	0x7669	0xEBE7	0xF6E9	U+FA45	13327
1-8674	0x766A	0xEBE8	0xF6EA	U+6D82	14711
1-8675	0x766B	0xEBE9	0xF6EB	U+6D87	8516
1-8676	0x766C	0xEBEA	0xF6EC	U+6D89	13354
1-8677	0x766D	0xEBEB	0xF6ED	U+6D94	16936
1-8678	0x766E	0xEBEC	0xF6EE	U+6DAA	16937
1-8679	0x766F	0xEBED	0xF6EF	U+6DAC	8519
1-8680	0x7670	0xEBEE	0xF6F0	U+6DBF	14712
1-8681	0x7671	0xEBEF	0xF6F1	U+6DC4	14713
1-8682	0x7672	0xEBF0	0xF6F2	U+6DD6	14715
1-8683	0x7673	0xEBF1	0xF6F3	U+6DDA	13395
1-8684	0x7674	0xEBF2	0xF6F4	U+6DDB	16938
1-8685	0x7675	0xEBF3	0xF6F5	U+6DDD	16939
1-8686	0x7676	0xEBF4	0xF6F6	U+6DFC	8523
1-8687	0x7677	0xEBF5	0xF6F7	U+FA46	7700
1-8688	0x7678	0xEBF6	0xF6F8	U+6E34	13330
1-8689	0x7679	0xEBF7	0xF6F9	U+6E44	16940
1-8690	0x767A	0xEBF8	0xF6FA	U+6E5C	8525
1-8691	0x767B	0xEBF9	0xF6FB	U+6E5E	16941
1-8692	0x767C	0xEBFA	0xF6FC	U+6EAB	13324
1-8693	0x767D	0xEBFB	0xF6FD	U+6EB1	16942
1-8694	0x767E	0xEBFC	0xF6FE	U+6EC1	16943
1-8701	0x7721	0xEC40	0xF7A1	U+6EC7	14719
1-8702	0x7722	0xEC41	0xF7A2	U+6ECE	14721
1-8703	0x7723	0xEC42	0xF7A3	U+6F10	16944
1-8704	0x7724	0xEC43	0xF7A4	U+6F1A	14723
1-8705	0x7725	0xEC44	0xF7A5	U+FA47	13332
1-8706	0x7726	0xEC45	0xF7A6	U+6F2A	14724
1-8707	0x7727	0xEC46	0xF7A7	U+6F2F	14725
1-8708	0x7728	0xEC47	0xF7A8	U+6F33	14726
1-8709	0x7729	0xEC48	0xF7A9	U+6F51	7776
1-8710	0x772A	0xEC49	0xF7AA	U+6F59	16945
1-8711	0x772B	0xEC4A	0xF7AB	U+6F5E	14728
1-8712	0x772C	0xEC4B	0xF7AC	U+6F61	16946
1-8713	0x772D	0xEC4C	0xF7AD	U+6F62	14729
1-8714	0x772E	0xEC4D	0xF7AE	U+6F7E	16947
1-8715	0x772F	0xEC4E	0xF7AF	U+6F88	8529
1-8716	0x7730	0xEC4F	0xF7B0	U+6F8C	16948
1-8717	0x7731	0xEC50	0xF7B1	U+6F8D	14732
1-8718	0x7732	0xEC51	0xF7B2	U+6F94	14734
1-8719	0x7733	0xEC52	0xF7B3	U+6FA0	16949
1-8720	0x7734	0xEC53	0xF7B4	U+6FA7	14736
1-8721	0x7735	0xEC54	0xF7B5	U+6FB6	14738
1-8722	0x7736	0xEC55	0xF7B6	U+6FBC	16950
1-8723	0x7737	0xEC56	0xF7B7	U+6FC7	16951
1-8724	0x7738	0xEC57	0xF7B8	U+6FCA	16952
1-8725	0x7739	0xEC58	0xF7B9	U+6FF9	15395
1-8726	0x773A	0xEC59	0xF7BA	U+6FF0	16953
1-8727	0x773B	0xEC5A	0xF7BB	U+6FF5	8531
1-8728	0x773C	0xEC5B	0xF7BC	U+7005	8532
1-8729	0x773D	0xEC5C	0xF7BD	U+7006	7760
1-8730	0x773E	0xEC5D	0xF7BE	U+7028	8534
1-8731	0x773F	0xEC5E	0xF7BF	U+704A	20306
1-8732	0x7740	0xEC5F	0xF7C0	U+705D	14746
1-8733	0x7741	0xEC60	0xF7C1	U+705E	14747
1-8734	0x7742	0xEC61	0xF7C2	U+704E	16954
1-8735	0x7743	0xEC62	0xF7C3	U+7064	14748
1-8736	0x7744	0xEC63	0xF7C4	U+7075	16955
1-8737	0x7745	0xEC64	0xF7C5	U+7085	8535
1-8738	0x7746	0xEC65	0xF7C6	U+70A4	16956
1-8739	0x7747	0xEC66	0xF7C7	U+70AB	8536
1-8740	0x7748	0xEC67	0xF7C8	U+70B7	14753
1-8741	0x7749	0xEC68	0xF7C9	U+70D4	14755
1-8742	0x774A	0xEC69	0xF7CA	U+70D8	14756
1-8743	0x774B	0xEC6A	0xF7CB	U+70E4	16957
1-8744	0x774C	0xEC6B	0xF7CC	U+710F	8537
1-8745	0x774D	0xEC6C	0xF7CD	U+712B	16958
1-8746	0x774E	0xEC6D	0xF7CE	U+711E	16959
1-8747	0x774F	0xEC6E	0xF7CF	U+7120	14759
1-8748	0x7750	0xEC6F	0xF7D0	U+712E	16960
1-8749	0x7751	0xEC70	0xF7D1	U+7130	7644
1-8750	0x7752	0xEC71	0xF7D2	U+7146	8540
1-8751	0x7753	0xEC72	0xF7D3	U+7147	8541
1-8752	0x7754	0xEC73	0xF7D4	U+7151	16961
1-8753	0x7755	0xEC74	0xF7D5	U+FA48	13347
1-8754	0x7756	0xEC75	0xF7D6	U+7152	14762 {21933}
1-8755	0x7757	0xEC76	0xF7D7	U+715C	8539
1-8756	0x7758	0xEC77	0xF7D8	U+7160	14763
1-8757	0x7759	0xEC78	0xF7D9	U+7168	16962
1-8758	0x775A	0xEC79	0xF7DA	U+FA15	20307
1-8759	0x775B	0xEC7A	0xF7DB	U+7185	16963
1-8760	0x775C	0xEC7B	0xF7DC	U+7187	16964
1-8761	0x775D	0xEC7C	0xF7DD	U+7192	14765
1-8762	0x775E	0xEC7D	0xF7DE	U+71C1	8543
1-8763	0x775F	0xEC7E	0xF7DF	U+71BA	16965
1-8764	0x7760	0xEC80	0xF7E0	U+71C4	16966
1-8765	0x7761	0xEC81	0xF7E1	U+71FE	8544
1-8766	0x7762	0xEC82	0xF7E2	U+7200	14770
1-8767	0x7763	0xEC83	0xF7E3	U+7215	16967
1-8768	0x7764	0xEC84	0xF7E4	U+7255	14776
1-8769	0x7765	0xEC85	0xF7E5	U+7256	14777
1-8770	0x7766	0xEC86	0xF7E6	U+3E3F	16968
1-8771	0x7767	0xEC87	0xF7E7	U+728D	14779
1-8772	0x7768	0xEC88	0xF7E8	U+729B	16969
1-8773	0x7769	0xEC89	0xF7E9	U+72BE	8546
1-8774	0x776A	0xEC8A	0xF7EA	U+72C0	13355
1-8775	0x776B	0xEC8B	0xF7EB	U+72FB	14783
1-8776	0x776C	0xEC8C	0xF7EC	U+247F1	16970
1-8777	0x776D	0xEC8D	0xF7ED	U+7327	16971
1-8778	0x776E	0xEC8E	0xF7EE	U+7328	14786
1-8779	0x776F	0xEC8F	0xF7EF	U+FA16	8548
1-8780	0x7770	0xEC90	0xF7F0	U+7350	16972
1-8781	0x7771	0xEC91	0xF7F1	U+7366	16973
1-8782	0x7772	0xEC92	0xF7F2	U+737C	14790
1-8783	0x7773	0xEC93	0xF7F3	U+7395	14794
1-8784	0x7774	0xEC94	0xF7F4	U+739F	14796
1-8785	0x7775	0xEC95	0xF7F5	U+73A0	14797
1-8786	0x7776	0xEC96	0xF7F6	U+73A2	16974
1-8787	0x7777	0xEC97	0xF7F7	U+73A6	14798
1-8788	0x7778	0xEC98	0xF7F8	U+73AB	14799
1-8789	0x7779	0xEC99	0xF7F9	U+73C9	8551
1-8790	0x777A	0xEC9A	0xF7FA	U+73CF	14803
1-8791	0x777B	0xEC9B	0xF7FB	U+73D6	8552
1-8792	0x777C	0xEC9C	0xF7FC	U+73D9	14804
1-8793	0x777D	0xEC9D	0xF7FD	U+73E3	8553
1-8794	0x777E	0xEC9E	0xF7FE	U+73E9	14805
1-8801	0x7821	0xEC9F	0xF8A1	U+7407	8555
1-8802	0x7822	0xECA0	0xF8A2	U+740A	14809
1-8803	0x7823	0xECA1	0xF8A3	U+741A	14810
1-8804	0x7824	0xECA2	0xF8A4	U+741B	14811
1-8805	0x7825	0xECA3	0xF8A5	U+FA4A	7732
1-8806	0x7826	0xECA4	0xF8A6	U+7426	8557
1-8807	0x7827	0xECA5	0xF8A7	U+7428	14813
1-8808	0x7828	0xECA6	0xF8A8	U+742A	8558
1-8809	0x7829	0xECA7	0xF8A9	U+742B	16975
1-8810	0x782A	0xECA8	0xF8AA	U+742C	14814
1-8811	0x782B	0xECA9	0xF8AB	U+742E	8560
1-8812	0x782C	0xECAA	0xF8AC	U+742F	14815
1-8813	0x782D	0xECAB	0xF8AD	U+7430	14816
1-8814	0x782E	0xECAC	0xF8AE	U+7444	14819
1-8815	0x782F	0xECAD	0xF8AF	U+7446	16976
1-8816	0x7830	0xECAE	0xF8B0	U+7447	14820
1-8817	0x7831	0xECAF	0xF8B1	U+744B	14821
1-8818	0x7832	0xECB0	0xF8B2	U+7457	14824
1-8819	0x7833	0xECB1	0xF8B3	U+7462	16977
1-8820	0x7834	0xECB2	0xF8B4	U+746B	14826
1-8821	0x7835	0xECB3	0xF8B5	U+746D	16978
1-8822	0x7836	0xECB4	0xF8B6	U+7486	14830
1-8823	0x7837	0xECB5	0xF8B7	U+7487	14831
1-8824	0x7838	0xECB6	0xF8B8	U+7489	8562
1-8825	0x7839	0xECB7	0xF8B9	U+7498	14833
1-8826	0x783A	0xECB8	0xF8BA	U+749C	14834
1-8827	0x783B	0xECB9	0xF8BB	U+749F	8563
1-8828	0x783C	0xECBA	0xF8BC	U+74A3	14836
1-8829	0x783D	0xECBB	0xF8BD	U+7490	14832
1-8830	0x783E	0xECBC	0xF8BE	U+74A6	16979
1-8831	0x783F	0xECBD	0xF8BF	U+74A8	14837
1-8832	0x7840	0xECBE	0xF8C0	U+74A9	16980
1-8833	0x7841	0xECBF	0xF8C1	U+74B5	14839
1-8834	0x7842	0xECC0	0xF8C2	U+74BF	14840
1-8835	0x7843	0xECC1	0xF8C3	U+74C8	14841
1-8836	0x7844	0xECC2	0xF8C4	U+74C9	16981
1-8837	0x7845	0xECC3	0xF8C5	U+74DA	14842
1-8838	0x7846	0xECC4	0xF8C6	U+74FF	16982
1-8839	0x7847	0xECC5	0xF8C7	U+7501	8564
1-8840	0x7848	0xECC6	0xF8C8	U+7517	16983
1-8841	0x7849	0xECC7	0xF8C9	U+752F	8434
1-8842	0x784A	0xECC8	0xF8CA	U+756F	8565
1-8843	0x784B	0xECC9	0xF8CB	U+7579	14845
1-8844	0x784C	0xECCA	0xF8CC	U+7592	14848
1-8845	0x784D	0xECCB	0xF8CD	U+3F72	16984
1-8846	0x784E	0xECCC	0xF8CE	U+75CE	16985
1-8847	0x784F	0xECCD	0xF8CF	U+75E4	14851
1-8848	0x7850	0xECCE	0xF8D0	U+7600	14853
1-8849	0x7851	0xECCF	0xF8D1	U+7602	16986
1-8850	0x7852	0xECD0	0xF8D2	U+7608	16987
1-8851	0x7853	0xECD1	0xF8D3	U+7615	14855
1-8852	0x7854	0xECD2	0xF8D4	U+7616	14856
1-8853	0x7855	0xECD3	0xF8D5	U+7619	14857
1-8854	0x7856	0xECD4	0xF8D6	U+761E	14858
1-8855	0x7857	0xECD5	0xF8D7	U+762D	14859
1-8856	0x7858	0xECD6	0xF8D8	U+7635	14860
1-8857	0x7859	0xECD7	0xF8D9	U+7643	14861
1-8858	0x785A	0xECD8	0xF8DA	U+764B	14862
1-8859	0x785B	0xECD9	0xF8DB	U+7664	16988
1-8860	0x785C	0xECDA	0xF8DC	U+7665	14863
1-8861	0x785D	0xECDB	0xF8DD	U+766D	14864
1-8862	0x785E	0xECDC	0xF8DE	U+766F	14865
1-8863	0x785F	0xECDD	0xF8DF	U+7671	14866
1-8864	0x7860	0xECDE	0xF8E0	U+7681	16989
1-8865	0x7861	0xECDF	0xF8E1	U+769B	8569
1-8866	0x7862	0xECE0	0xF8E2	U+769D	16990
1-8867	0x7863	0xECE1	0xF8E3	U+769E	8568
1-8868	0x7864	0xECE2	0xF8E4	U+76A6	8570
1-8869	0x7865	0xECE3	0xF8E5	U+76AA	16991
1-8870	0x7866	0xECE4	0xF8E6	U+76B6	16992
1-8871	0x7867	0xECE5	0xF8E7	U+76C5	14870
1-8872	0x7868	0xECE6	0xF8E8	U+76CC	14871
1-8873	0x7869	0xECE7	0xF8E9	U+76CE	16993
1-8874	0x786A	0xECE8	0xF8EA	U+76D4	16994
1-8875	0x786B	0xECE9	0xF8EB	U+76E6	16995
1-8876	0x786C	0xECEA	0xF8EC	U+76F1	16996
1-8877	0x786D	0xECEB	0xF8ED	U+76FC	14873
1-8878	0x786E	0xECEC	0xF8EE	U+770A	16997
1-8879	0x786F	0xECED	0xF8EF	U+7719	16998
1-8880	0x7870	0xECEE	0xF8F0	U+7734	14874
1-8881	0x7871	0xECEF	0xF8F1	U+7736	14875
1-8882	0x7872	0xECF0	0xF8F2	U+7746	8572
1-8883	0x7873	0xECF1	0xF8F3	U+774D	16999
1-8884	0x7874	0xECF2	0xF8F4	U+774E	17000
1-8885	0x7875	0xECF3	0xF8F5	U+775C	14876
1-8886	0x7876	0xECF4	0xF8F6	U+775F	14877
1-8887	0x7877	0xECF5	0xF8F7	U+7762	7877
1-8888	0x7878	0xECF6	0xF8F8	U+777A	17001
1-8889	0x7879	0xECF7	0xF8F9	U+7780	17002
1-8890	0x787A	0xECF8	0xF8FA	U+7794	17003
1-8891	0x787B	0xECF9	0xF8FB	U+77AA	14882
1-8892	0x787C	0xECFA	0xF8FC	U+77E0	17004
1-8893	0x787D	0xECFB	0xF8FD	U+782D	14888
1-8894	0x787E	0xECFC	0xF8FE	U+2548E	17005
1-8901	0x7921	0xED40	0xF9A1	U+7843	17006
1-8902	0x7922	0xED41	0xF9A2	U+784E	8575
1-8903	0x7923	0xED42	0xF9A3	U+784F	13342
1-8904	0x7924	0xED43	0xF9A4	U+7851	15420
1-8905	0x7925	0xED44	0xF9A5	U+7868	14892
1-8906	0x7926	0xED45	0xF9A6	U+786E	17007
1-8907	0x7927	0xED46	0xF9A7	U+FA4B	13379
1-8908	0x7928	0xED47	0xF9A8	U+78B0	17008
1-8909	0x7929	0xED48	0xF9A9	U+2550E	17009
1-8910	0x792A	0xED49	0xF9AA	U+78AD	17010
1-8911	0x792B	0xED4A	0xF9AB	U+78E4	14897
1-8912	0x792C	0xED4B	0xF9AC	U+78F2	14900
1-8913	0x792D	0xED4C	0xF9AD	U+7900	17011
1-8914	0x792E	0xED4D	0xF9AE	U+78F7	14901
1-8915	0x792F	0xED4E	0xF9AF	U+791C	17012
1-8916	0x7930	0xED4F	0xF9B0	U+792E	17013
1-8917	0x7931	0xED50	0xF9B1	U+7931	14903
1-8918	0x7932	0xED51	0xF9B2	U+7934	17014
1-8919	0x7933	0xED52	0xF9B3	U+FA4C	13348
1-8920	0x7934	0xED53	0xF9B4	U+FA4D	13345
1-8921	0x7935	0xED54	0xF9B5	U+7945	14907
1-8922	0x7936	0xED55	0xF9B6	U+7946	17015
1-8923	0x7937	0xED56	0xF9B7	U+FA4E	13335
1-8924	0x7938	0xED57	0xF9B8	U+FA4F	13391
1-8925	0x7939	0xED58	0xF9B9	U+FA50	13359
1-8926	0x793A	0xED59	0xF9BA	U+795C	14909
1-8927	0x793B	0xED5A	0xF9BB	U+FA51	13351
1-8928	0x793C	0xED5B	0xF9BC	U+FA19	8580
1-8929	0x793D	0xED5C	0xF9BD	U+FA1A	8581
1-8930	0x793E	0xED5D	0xF9BE	U+7979	17016
1-8931	0x793F	0xED5E	0xF9BF	U+FA52	13325
1-8932	0x7940	0xED5F	0xF9C0	U+FA53	13371
1-8933	0x7941	0xED60	0xF9C1	U+FA1B	8583
1-8934	0x7942	0xED61	0xF9C2	U+7998	14912
1-8935	0x7943	0xED62	0xF9C3	U+79B1	7758
1-8936	0x7944	0xED63	0xF9C4	U+79B8	14913
1-8937	0x7945	0xED64	0xF9C5	U+79C8	17017
1-8938	0x7946	0xED65	0xF9C6	U+79CA	14915
1-8939	0x7947	0xED66	0xF9C7	U+25771	17018
1-8940	0x7948	0xED67	0xF9C8	U+79D4	17019
1-8941	0x7949	0xED68	0xF9C9	U+79DE	17020
1-8942	0x794A	0xED69	0xF9CA	U+79EB	17021
1-8943	0x794B	0xED6A	0xF9CB	U+79ED	17022
1-8944	0x794C	0xED6B	0xF9CC	U+7A03	14917
1-8945	0x794D	0xED6C	0xF9CD	U+FA54	13343
1-8946	0x794E	0xED6D	0xF9CE	U+7A39	14922
1-8947	0x794F	0xED6E	0xF9CF	U+7A5D	14925
1-8948	0x7950	0xED6F	0xF9D0	U+7A6D	14927
1-8949	0x7951	0xED70	0xF9D1	U+FA55	13373
1-8950	0x7952	0xED71	0xF9D2	U+7A85	17023
1-8951	0x7953	0xED72	0xF9D3	U+7AA0	14929
1-8952	0x7954	0xED73	0xF9D4	U+259C4	17024
1-8953	0x7955	0xED74	0xF9D5	U+7AB3	14931
1-8954	0x7956	0xED75	0xF9D6	U+7ABB	14932
1-8955	0x7957	0xED76	0xF9D7	U+7ACE	17025
1-8956	0x7958	0xED77	0xF9D8	U+7AEB	8588
1-8957	0x7959	0xED78	0xF9D9	U+7AFD	17026
1-8958	0x795A	0xED79	0xF9DA	U+7B12	17027
1-8959	0x795B	0xED7A	0xF9DB	U+7B2D	17028
1-8960	0x795C	0xED7B	0xF9DC	U+7B3B	17029
1-8961	0x795D	0xED7C	0xF9DD	U+7B47	14939
1-8962	0x795E	0xED7D	0xF9DE	U+7B4E	14940
1-8963	0x795F	0xED7E	0xF9DF	U+7B60	14941
1-8964	0x7960	0xED80	0xF9E0	U+7B6D	14943
1-8965	0x7961	0xED81	0xF9E1	U+7B6F	17030
1-8966	0x7962	0xED82	0xF9E2	U+7B72	14944
1-8967	0x7963	0xED83	0xF9E3	U+7B9E	8589
1-8968	0x7964	0xED84	0xF9E4	U+FA56	13358
1-8969	0x7965	0xED85	0xF9E5	U+7BD7	14947
1-8970	0x7966	0xED86	0xF9E6	U+7BD9	14948
1-8971	0x7967	0xED87	0xF9E7	U+7C01	17031
1-8972	0x7968	0xED88	0xF9E8	U+7C31	14953
1-8973	0x7969	0xED89	0xF9E9	U+7C1E	7739
1-8974	0x796A	0xED8A	0xF9EA	U+7C20	14951
1-8975	0x796B	0xED8B	0xF9EB	U+7C33	17032
1-8976	0x796C	0xED8C	0xF9EC	U+7C36	14954
1-8977	0x796D	0xED8D	0xF9ED	U+4264	14176
1-8978	0x796E	0xED8E	0xF9EE	U+25DA1	17033
1-8979	0x796F	0xED8F	0xF9EF	U+7C59	14956
1-8980	0x7970	0xED90	0xF9F0	U+7C6D	17034
1-8981	0x7971	0xED91	0xF9F1	U+7C79	17035
1-8982	0x7972	0xED92	0xF9F2	U+7C8F	17036
1-8983	0x7973	0xED93	0xF9F3	U+7C94	17037
1-8984	0x7974	0xED94	0xF9F4	U+7CA0	17038
1-8985	0x7975	0xED95	0xF9F5	U+7CBC	14960
1-8986	0x7976	0xED96	0xF9F6	U+7CD5	17039
1-8987	0x7977	0xED97	0xF9F7	U+7CD9	14965
1-8988	0x7978	0xED98	0xF9F8	U+7CDD	14966
1-8989	0x7979	0xED99	0xF9F9	U+7D07	14968
1-8990	0x797A	0xED9A	0xF9FA	U+7D08	14969
1-8991	0x797B	0xED9B	0xF9FB	U+7D13	14971
1-8992	0x797C	0xED9C	0xF9FC	U+7D1D	14972
1-8993	0x797D	0xED9D	0xF9FD	U+7D23	14973
1-8994	0x797E	0xED9E	0xF9FE	U+7D31	17040
1-9001	0x7A21	0xED9F	0xFAA1	U+7D41	14974
1-9002	0x7A22	0xEDA0	0xFAA2	U+7D48	8591
1-9003	0x7A23	0xEDA1	0xFAA3	U+7D53	14975
1-9004	0x7A24	0xEDA2	0xFAA4	U+7D5C	17041
1-9005	0x7A25	0xEDA3	0xFAA5	U+7D7A	14978
1-9006	0x7A26	0xEDA4	0xFAA6	U+7D83	17042
1-9007	0x7A27	0xEDA5	0xFAA7	U+7D8B	14980
1-9008	0x7A28	0xEDA6	0xFAA8	U+7DA0	8594
1-9009	0x7A29	0xEDA7	0xFAA9	U+7DA6	17043
1-9010	0x7A2A	0xEDA8	0xFAAA	U+7DC2	17044
1-9011	0x7A2B	0xEDA9	0xFAAB	U+7DCC	14982
1-9012	0x7A2C	0xEDAA	0xFAAC	U+7DD6	8595
1-9013	0x7A2D	0xEDAB	0xFAAD	U+7DE3	13322
1-9014	0x7A2E	0xEDAC	0xFAAE	U+FA57	13399
1-9015	0x7A2F	0xEDAD	0xFAAF	U+7E28	17045
1-9016	0x7A30	0xEDAE	0xFAB0	U+7E08	14986
1-9017	0x7A31	0xEDAF	0xFAB1	U+7E11	14987
1-9018	0x7A32	0xEDB0	0xFAB2	U+7E15	14988
1-9019	0x7A33	0xEDB1	0xFAB3	U+FA59	13376
1-9020	0x7A34	0xEDB2	0xFAB4	U+7E47	14990
1-9021	0x7A35	0xEDB3	0xFAB5	U+7E52	8596
1-9022	0x7A36	0xEDB4	0xFAB6	U+7E61	7697
1-9023	0x7A37	0xEDB5	0xFAB7	U+7E8A	8359
1-9024	0x7A38	0xEDB6	0xFAB8	U+7E8D	14994
1-9025	0x7A39	0xEDB7	0xFAB9	U+7F47	8597
1-9026	0x7A3A	0xEDB8	0xFABA	U+FA5A	13353
1-9027	0x7A3B	0xEDB9	0xFABB	U+7F91	15002
1-9028	0x7A3C	0xEDBA	0xFABC	U+7F97	17046
1-9029	0x7A3D	0xEDBB	0xFABD	U+7FBF	15003
1-9030	0x7A3E	0xEDBC	0xFABE	U+7FCE	15004
1-9031	0x7A3F	0xEDBD	0xFABF	U+7FDB	17047
1-9032	0x7A40	0xEDBE	0xFAC0	U+7FDF	15005
1-9033	0x7A41	0xEDBF	0xFAC1	U+7FEC	15007
1-9034	0x7A42	0xEDC0	0xFAC2	U+7FEE	15008
1-9035	0x7A43	0xEDC1	0xFAC3	U+7FFA	15010
1-9036	0x7A44	0xEDC2	0xFAC4	U+FA5B	13349
1-9037	0x7A45	0xEDC3	0xFAC5	U+8014	15013
1-9038	0x7A46	0xEDC4	0xFAC6	U+8026	15015
1-9039	0x7A47	0xEDC5	0xFAC7	U+8035	17048
1-9040	0x7A48	0xEDC6	0xFAC8	U+8037	17049
1-9041	0x7A49	0xEDC7	0xFAC9	U+803C	15017
1-9042	0x7A4A	0xEDC8	0xFACA	U+80CA	17050
1-9043	0x7A4B	0xEDC9	0xFACB	U+80D7	15024
1-9044	0x7A4C	0xEDCA	0xFACC	U+80E0	17051
1-9045	0x7A4D	0xEDCB	0xFACD	U+80F3	17052
1-9046	0x7A4E	0xEDCC	0xFACE	U+8118	15027
1-9047	0x7A4F	0xEDCD	0xFACF	U+814A	15029
1-9048	0x7A50	0xEDCE	0xFAD0	U+8160	17053
1-9049	0x7A51	0xEDCF	0xFAD1	U+8167	17054
1-9050	0x7A52	0xEDD0	0xFAD2	U+8168	17055
1-9051	0x7A53	0xEDD1	0xFAD3	U+816D	17056
1-9052	0x7A54	0xEDD2	0xFAD4	U+81BB	17057
1-9053	0x7A55	0xEDD3	0xFAD5	U+81CA	17058
1-9054	0x7A56	0xEDD4	0xFAD6	U+81CF	15034
1-9055	0x7A57	0xEDD5	0xFAD7	U+81D7	17059
1-9056	0x7A58	0xEDD6	0xFAD8	U+FA5C	13350
1-9057	0x7A59	0xEDD7	0xFAD9	U+4453	14195
1-9058	0x7A5A	0xEDD8	0xFADA	U+445B	17060
1-9059	0x7A5B	0xEDD9	0xFADB	U+8260	17061
1-9060	0x7A5C	0xEDDA	0xFADC	U+8274	17062
1-9061	0x7A5D	0xEDDB	0xFADD	U+26AFF	17063
1-9062	0x7A5E	0xEDDC	0xFADE	U+828E	15043
1-9063	0x7A5F	0xEDDD	0xFADF	U+82A1	17064
1-9064	0x7A60	0xEDDE	0xFAE0	U+82A3	17065
1-9065	0x7A61	0xEDDF	0xFAE1	U+82A4	17066
1-9066	0x7A62	0xEDE0	0xFAE2	U+82A9	17067
1-9067	0x7A63	0xEDE1	0xFAE3	U+82AE	15044
1-9068	0x7A64	0xEDE2	0xFAE4	U+82B7	15045
1-9069	0x7A65	0xEDE3	0xFAE5	U+82BE	15046
1-9070	0x7A66	0xEDE4	0xFAE6	U+82BF	17068
1-9071	0x7A67	0xEDE5	0xFAE7	U+82C6	15047
1-9072	0x7A68	0xEDE6	0xFAE8	U+82D5	17069
1-9073	0x7A69	0xEDE7	0xFAE9	U+82FD	17070
1-9074	0x7A6A	0xEDE8	0xFAEA	U+82FE	15048
1-9075	0x7A6B	0xEDE9	0xFAEB	U+8300	17071
1-9076	0x7A6C	0xEDEA	0xFAEC	U+8301	8600
1-9077	0x7A6D	0xEDEB	0xFAED	U+8362	8601
1-9078	0x7A6E	0xEDEC	0xFAEE	U+8322	17072
1-9079	0x7A6F	0xEDED	0xFAEF	U+832D	17073
1-9080	0x7A70	0xEDEE	0xFAF0	U+833A	17074
1-9081	0x7A71	0xEDEF	0xFAF1	U+8343	15049
1-9082	0x7A72	0xEDF0	0xFAF2	U+8347	17075
1-9083	0x7A73	0xEDF1	0xFAF3	U+8351	15050
1-9084	0x7A74	0xEDF2	0xFAF4	U+8355	15051
1-9085	0x7A75	0xEDF3	0xFAF5	U+837D	17076
1-9086	0x7A76	0xEDF4	0xFAF6	U+8386	15052
1-9087	0x7A77	0xEDF5	0xFAF7	U+8392	15054
1-9088	0x7A78	0xEDF6	0xFAF8	U+8398	15055
1-9089	0x7A79	0xEDF7	0xFAF9	U+83A7	17077
1-9090	0x7A7A	0xEDF8	0xFAFA	U+83A9	15056
1-9091	0x7A7B	0xEDF9	0xFAFB	U+83BF	15057
